time_stamp,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b
2023-10-01T00:00:00+00:00,1.2,0.8,1.6
2023-10-01T01:00:00+00:00,1.7,1.3,2.0
2023-10-01T02:00:00+00:00,2.0,1.6,2.4
2023-10-01T03:00:00+00:00,3.8,3.6,4.1
2023-10-01T04:00:00+00:00,5.6,5.5,5.7
2023-10-01T05:00:00+00:00,5.7,5.6,5.8
2023-10-01T06:00:00+00:00,6.0,5.9,6.1
2023-10-01T07:00:00+00:00,8.4,8.6,8.3
2023-10-01T08:00:00+00:00,24.5,25.8,23.2
2023-10-01T09:00:00+00:00,20.6,21.7,19.5
2023-10-01T10:00:00+00:00,16.5,17.4,15.6
2023-10-01T11:00:00+00:00,15.7,16.3,15.1
2023-10-01T12:00:00+00:00,13.6,14.4,12.8
2023-10-01T13:00:00+00:00,13.2,13.9,12.6
2023-10-01T14:00:00+00:00,15.7,16.6,14.8
2023-10-01T15:00:00+00:00,17.3,18.3,16.4
2023-10-01T16:00:00+00:00,13.5,14.0,13.0
2023-10-01T17:00:00+00:00,12.7,13.0,12.3
2023-10-01T18:00:00+00:00,12.6,13.1,12.0
2023-10-01T19:00:00+00:00,13.4,14.1,12.7
2023-10-01T20:00:00+00:00,8.9,9.3,8.5
2023-10-01T21:00:00+00:00,8.0,8.1,7.8
2023-10-01T22:00:00+00:00,6.3,6.3,6.2
2023-10-01T23:00:00+00:00,5.6,5.6,5.5
2023-10-02T00:00:00+00:00,5.3,5.3,5.4
2023-10-02T01:00:00+00:00,5.9,5.9,5.9
2023-10-02T02:00:00+00:00,8.0,8.3,7.7
2023-10-02T03:00:00+00:00,9.3,9.7,9.0
2023-10-02T04:00:00+00:00,9.9,10.4,9.5
2023-10-02T05:00:00+00:00,10.1,10.4,9.8
2023-10-02T06:00:00+00:00,13.1,13.5,12.7
2023-10-02T07:00:00+00:00,8.7,8.9,8.4
2023-10-02T08:00:00+00:00,10.9,11.2,10.6
2023-10-02T09:00:00+00:00,9.2,9.3,9.1
2023-10-02T10:00:00+00:00,10.4,10.6,10.2
2023-10-02T11:00:00+00:00,9.0,9.0,8.9
2023-10-02T12:00:00+00:00,8.4,8.4,8.4
2023-10-02T13:00:00+00:00,8.8,9.0,8.5
2023-10-02T14:00:00+00:00,8.8,9.0,8.6
2023-10-02T15:00:00+00:00,10.9,11.3,10.6
2023-10-02T16:00:00+00:00,13.6,14.1,13.0
2023-10-02T17:00:00+00:00,13.9,14.5,13.3
2023-10-02T18:00:00+00:00,11.9,12.4,11.5
2023-10-02T19:00:00+00:00,8.5,8.6,8.3
2023-10-02T20:00:00+00:00,6.7,6.9,6.5
2023-10-02T21:00:00+00:00,5.2,5.1,5.4
2023-10-02T22:00:00+00:00,5.0,4.8,5.2
2023-10-02T23:00:00+00:00,5.2,5.2,5.2
2023-10-03T00:00:00+00:00,5.2,5.1,5.3
2023-10-03T01:00:00+00:00,5.1,4.9,5.2
2023-10-03T02:00:00+00:00,7.7,7.8,7.5
2023-10-03T03:00:00+00:00,6.7,6.6,6.7
2023-10-03T04:00:00+00:00,6.9,6.9,7.0
2023-10-03T05:00:00+00:00,6.8,6.7,6.9
2023-10-03T06:00:00+00:00,7.5,7.7,7.3
2023-10-03T07:00:00+00:00,9.8,10.0,9.6
2023-10-03T08:00:00+00:00,8.9,9.2,8.6
2023-10-03T09:00:00+00:00,9.3,9.6,8.9
2023-10-03T10:00:00+00:00,9.5,9.9,9.2
2023-10-03T11:00:00+00:00,9.8,10.2,9.4
2023-10-03T12:00:00+00:00,11.3,11.8,10.7
2023-10-03T13:00:00+00:00,15.7,16.4,15.0
2023-10-03T14:00:00+00:00,20.1,21.2,19.0
2023-10-03T15:00:00+00:00,27.0,28.5,25.4
2023-10-03T16:00:00+00:00,18.7,19.3,18.0
2023-10-03T17:00:00+00:00,16.3,17.0,15.7
2023-10-03T18:00:00+00:00,14.8,15.3,14.3
2023-10-03T19:00:00+00:00,10.6,10.8,10.4
2023-10-03T20:00:00+00:00,8.7,9.0,8.5
2023-10-03T21:00:00+00:00,9.0,9.3,8.8
2023-10-03T22:00:00+00:00,7.9,8.1,7.8
2023-10-03T23:00:00+00:00,8.2,8.3,8.0
2023-10-04T03:00:00+00:00,11.1,11.3,10.9
2023-10-04T04:00:00+00:00,10.6,10.5,10.7
2023-10-04T05:00:00+00:00,15.9,15.9,15.9
2023-10-04T06:00:00+00:00,12.4,12.6,12.3
2023-10-04T07:00:00+00:00,15.2,15.4,15.0
2023-10-04T08:00:00+00:00,15.6,15.6,15.6
2023-10-04T09:00:00+00:00,15.3,15.3,15.3
2023-10-04T10:00:00+00:00,15.1,15.1,15.0
2023-10-04T11:00:00+00:00,15.3,15.3,15.2
2023-10-04T12:00:00+00:00,14.8,15.0,14.5
2023-10-04T13:00:00+00:00,14.8,15.1,14.5
2023-10-04T14:00:00+00:00,16.1,16.3,15.8
2023-10-04T15:00:00+00:00,18.5,18.6,18.4
2023-10-04T16:00:00+00:00,17.6,18.2,17.1
2023-10-04T17:00:00+00:00,14.0,14.6,13.5
2023-10-04T18:00:00+00:00,13.1,13.6,12.7
2023-10-04T19:00:00+00:00,11.4,11.8,11.0
2023-10-04T20:00:00+00:00,10.3,10.6,9.9
2023-10-04T21:00:00+00:00,8.5,8.7,8.2
2023-10-04T22:00:00+00:00,6.6,6.6,6.5
2023-10-04T23:00:00+00:00,4.9,4.8,5.0
2023-10-05T00:00:00+00:00,6.0,6.0,6.1
2023-10-05T01:00:00+00:00,11.6,12.0,11.3
2023-10-05T02:00:00+00:00,16.7,17.5,15.9
2023-10-05T03:00:00+00:00,18.7,19.8,17.7
2023-10-05T04:00:00+00:00,17.1,18.0,16.3
2023-10-05T05:00:00+00:00,12.6,13.5,11.7
2023-10-05T06:00:00+00:00,11.4,11.9,10.8
2023-10-05T07:00:00+00:00,11.3,11.8,10.8
2023-10-05T08:00:00+00:00,11.6,12.1,11.1
2023-10-05T09:00:00+00:00,11.8,12.2,11.4
2023-10-05T10:00:00+00:00,12.0,12.4,11.6
2023-10-05T11:00:00+00:00,12.4,13.1,11.7
2023-10-05T12:00:00+00:00,12.8,13.6,12.1
2023-10-05T13:00:00+00:00,12.9,13.8,12.1
2023-10-05T14:00:00+00:00,13.2,14.1,12.4
2023-10-05T15:00:00+00:00,16.4,17.2,15.5
2023-10-05T16:00:00+00:00,16.7,17.5,15.8
2023-10-05T17:00:00+00:00,12.1,12.5,11.7
2023-10-05T18:00:00+00:00,10.5,10.9,10.2
2023-10-05T19:00:00+00:00,11.4,11.7,11.1
2023-10-05T20:00:00+00:00,13.5,13.9,13.1
2023-10-05T21:00:00+00:00,13.0,13.5,12.4
2023-10-05T22:00:00+00:00,8.0,8.1,7.9
2023-10-05T23:00:00+00:00,5.8,5.7,6.0
2023-10-06T00:00:00+00:00,7.3,7.6,7.1
2023-10-06T01:00:00+00:00,10.0,10.2,9.7
2023-10-06T02:00:00+00:00,17.5,18.2,16.9
2023-10-06T03:00:00+00:00,21.8,23.4,20.1
2023-10-06T04:00:00+00:00,14.8,15.5,14.1
2023-10-06T05:00:00+00:00,13.2,13.9,12.5
2023-10-06T06:00:00+00:00,21.0,21.7,20.2
2023-10-06T07:00:00+00:00,14.8,15.6,14.0
2023-10-06T08:00:00+00:00,15.2,16.2,14.2
2023-10-06T09:00:00+00:00,15.5,16.1,14.9
2023-10-06T10:00:00+00:00,15.0,15.9,14.1
2023-10-06T11:00:00+00:00,14.6,15.2,14.0
2023-10-06T12:00:00+00:00,15.4,16.2,14.7
2023-10-06T13:00:00+00:00,16.0,17.0,15.1
2023-10-06T14:00:00+00:00,16.2,17.3,15.1
2023-10-06T15:00:00+00:00,26.4,27.8,24.9
2023-10-06T16:00:00+00:00,21.4,22.5,20.3
2023-10-06T17:00:00+00:00,17.4,18.2,16.6
2023-10-06T18:00:00+00:00,15.6,16.3,14.8
2023-10-06T19:00:00+00:00,14.6,15.3,13.9
2023-10-06T20:00:00+00:00,17.4,18.3,16.5
2023-10-06T21:00:00+00:00,17.8,18.5,17.1
2023-10-06T22:00:00+00:00,14.6,15.1,14.0
2023-10-06T23:00:00+00:00,11.3,11.6,11.1
2023-10-07T00:00:00+00:00,9.0,9.3,8.7
2023-10-07T01:00:00+00:00,7.8,8.1,7.5
2023-10-07T02:00:00+00:00,12.5,13.1,11.9
2023-10-07T03:00:00+00:00,21.9,23.4,20.5
2023-10-07T04:00:00+00:00,18.5,19.8,17.1
2023-10-07T05:00:00+00:00,19.5,20.8,18.2
2023-10-07T06:00:00+00:00,26.9,28.3,25.4
2023-10-07T07:00:00+00:00,19.8,21.1,18.5
2023-10-07T08:00:00+00:00,21.4,22.7,20.0
2023-10-07T09:00:00+00:00,24.6,26.3,22.9
2023-10-07T10:00:00+00:00,25.6,27.2,24.1
