id,lat,lon,datetime,aod_055,aod_047,aod_qa
264265,40.46643,-79.93690,2023-08-13T16:00:00+00:00,0.2050,0.2850,865
264265,40.46643,-79.93690,2023-08-19T19:35:00+00:00,0.1370,0.1910,1
264265,40.46643,-79.93690,2023-08-20T15:55:00+00:00,0.2800,0.3870,1
264265,40.46643,-79.93690,2023-08-20T18:40:00+00:00,0.2290,0.3160,1
264265,40.46643,-79.93690,2023-08-22T15:35:00+00:00,0.2060,0.2860,865
264265,40.46643,-79.93690,2023-08-31T15:10:00+00:00,0.0780,0.1090,1
264265,40.46643,-79.93690,2023-08-31T18:10:00+00:00,0.0610,0.0850,1
264265,40.46643,-79.93690,2023-09-01T15:50:00+00:00,0.0830,0.1160,1
264265,40.46643,-79.93690,2023-09-01T18:50:00+00:00,0.0790,0.1100,1
264265,40.46643,-79.93690,2023-09-02T16:30:00+00:00,0.1050,0.1460,1
264265,40.46643,-79.93690,2023-09-02T17:50:00+00:00,0.1170,0.1630,1
264265,40.46643,-79.93690,2023-09-13T19:00:00+00:00,0.0970,0.1350,865
264265,40.46643,-79.93690,2023-09-14T18:05:00+00:00,0.0950,0.1330,1
264265,40.46643,-79.93690,2023-09-15T15:35:00+00:00,0.1140,0.1600,1
264265,40.46643,-79.93690,2023-09-15T18:45:00+00:00,0.0720,0.1010,1
264265,40.46643,-79.93690,2023-09-16T16:15:00+00:00,0.0810,0.1130,1
264265,40.46643,-79.93690,2023-09-16T17:45:00+00:00,0.0690,0.0970,1
264265,40.46643,-79.93690,2023-09-16T19:30:00+00:00,0.0580,0.0810,1
264265,40.46643,-79.93690,2023-09-20T15:40:00+00:00,0.1860,0.2580,1
264265,40.46643,-79.93690,2023-09-21T16:20:00+00:00,0.2060,0.2850,1
264265,40.46643,-79.93690,2023-09-22T15:25:00+00:00,0.1150,0.1600,1
264265,40.46643,-79.93690,2023-09-22T18:45:00+00:00,0.1110,0.1550,1
264265,40.46643,-79.93690,2023-09-27T15:30:00+00:00,0.0860,0.1200,1
264265,40.46643,-79.93690,2023-09-27T18:55:00+00:00,0.0750,0.1050,1
264265,40.46643,-79.93690,2023-09-28T16:15:00+00:00,0.2500,0.3450,1
264265,40.46643,-79.93690,2023-09-30T15:55:00+00:00,0.1420,0.1980,1
264265,40.46643,-79.93690,2023-10-01T15:00:00+00:00,0.0810,0.1130,1
264265,40.46643,-79.93690,2023-10-01T16:35:00+00:00,0.0670,0.0930,1
264265,40.46643,-79.93690,2023-10-01T18:25:00+00:00,0.0560,0.0780,1
264265,40.46643,-79.93690,2023-10-02T15:40:00+00:00,0.1380,0.1920,1
264265,40.46643,-79.93690,2023-10-02T19:10:00+00:00,0.0760,0.1060,1
264265,40.46643,-79.93690,2023-10-03T16:20:00+00:00,0.1270,0.1760,1
264265,40.46643,-79.93690,2023-10-03T18:10:00+00:00,0.1800,0.2500,1057
264265,40.46643,-79.93690,2023-10-04T15:25:00+00:00,0.0820,0.1150,1
264265,40.46643,-79.93690,2023-10-11T15:15:00+00:00,0.0660,0.0930,1
264265,40.46643,-79.93690,2023-10-11T18:50:00+00:00,0.0860,0.1200,1
264265,40.46643,-79.93690,2023-10-12T17:50:00+00:00,0.1050,0.1470,1
264265,40.46643,-79.93690,2023-10-13T14:55:00+00:00,0.0970,0.1350,1
264265,40.46643,-79.93690,2023-10-13T16:35:00+00:00,0.1060,0.1480,1
264265,40.46643,-79.93690,2023-10-13T18:35:00+00:00,0.0980,0.1360,1
264265,40.46643,-79.93690,2023-10-23T15:10:00+00:00,0.0640,0.0900,1
264265,40.46643,-79.93690,2023-10-23T19:00:00+00:00,0.0540,0.0760,1
264265,40.46643,-79.93690,2023-10-24T15:55:00+00:00,0.0640,0.0900,1
264265,40.46643,-79.93690,2023-10-24T18:00:00+00:00,0.0360,0.0500,1
264265,40.46643,-79.93690,2023-10-24T19:40:00+00:00,0.0020,0.0030,1
264265,40.46643,-79.93690,2023-10-25T14:55:00+00:00,0.1210,0.1690,1089
264265,40.46643,-79.93690,2023-11-02T15:25:00+00:00,0.1200,0.1670,1
264265,40.46643,-79.93690,2023-11-02T19:25:00+00:00,0.0340,0.0480,1
264265,40.46643,-79.93690,2023-11-03T16:05:00+00:00,0.0590,0.0820,1
264265,40.46643,-79.93690,2023-11-03T18:25:00+00:00,0.0370,0.0520,1
264265,40.46643,-79.93690,2023-11-05T15:50:00+00:00,0.1450,0.2010,1
264265,40.46643,-79.93690,2023-11-06T14:55:00+00:00,0.0590,0.0820,1
264265,40.46643,-79.93690,2023-11-06T16:30:00+00:00,0.0450,0.0630,1
264265,40.46643,-79.93690,2023-11-06T18:55:00+00:00,0.0500,0.0710,1
264265,40.46643,-79.93690,2023-11-07T17:55:00+00:00,0.0410,0.0580,1057
