time_stamp,pm2.5_atm,pm2.5_cf_1,humidity,pm2.5_atm_a,pm2.5_atm_b
2023-10-01T00:00:00+00:00,1.2,1.2,40,1.5,1.0
2023-10-01T01:00:00+00:00,1.5,1.5,41,1.7,1.3
2023-10-01T02:00:00+00:00,2.0,2.0,43,2.3,1.7
2023-10-01T03:00:00+00:00,4.6,4.6,48,4.9,4.4
2023-10-01T04:00:00+00:00,6.0,6.0,50,6.5,5.4
2023-10-01T05:00:00+00:00,5.9,5.9,50,6.4,5.5
2023-10-01T06:00:00+00:00,6.8,6.8,51,7.4,6.2
2023-10-01T07:00:00+00:00,8.3,8.3,55,8.6,7.9
2023-10-01T08:00:00+00:00,22.1,22.3,56,23.5,20.8
2023-10-01T09:00:00+00:00,22.0,22.0,56,23.5,20.5
2023-10-01T10:00:00+00:00,15.5,15.5,57,16.2,14.9
2023-10-01T11:00:00+00:00,13.3,13.3,57,14.0,12.6
2023-10-01T12:00:00+00:00,14.6,14.6,59,15.6,13.6
2023-10-01T13:00:00+00:00,15.6,15.6,60,16.5,14.6
2023-10-01T14:00:00+00:00,17.0,17.0,61,17.8,16.1
2023-10-01T15:00:00+00:00,20.7,20.7,58,21.8,19.6
2023-10-01T16:00:00+00:00,18.1,18.1,52,19.2,17.0
2023-10-01T17:00:00+00:00,17.3,17.3,48,18.3,16.3
2023-10-01T18:00:00+00:00,16.9,16.9,47,17.9,15.9
2023-10-01T19:00:00+00:00,13.4,13.4,44,14.2,12.7
2023-10-01T20:00:00+00:00,11.1,11.1,42,11.7,10.5
2023-10-01T21:00:00+00:00,8.3,8.3,39,8.6,8.0
2023-10-01T22:00:00+00:00,6.5,6.5,37,6.8,6.3
2023-10-01T23:00:00+00:00,5.7,5.7,36,6.1,5.3
2023-10-02T00:00:00+00:00,5.4,5.4,35,5.7,5.1
2023-10-02T01:00:00+00:00,6.7,6.7,37,6.8,6.6
2023-10-02T02:00:00+00:00,11.9,11.9,41,12.4,11.5
2023-10-02T03:00:00+00:00,14.0,14.0,44,14.6,13.4
2023-10-02T04:00:00+00:00,12.8,12.8,47,13.2,12.3
2023-10-02T05:00:00+00:00,11.6,11.6,48,12.0,11.2
2023-10-02T06:00:00+00:00,10.0,10.0,47,10.0,9.9
2023-10-02T07:00:00+00:00,14.9,14.9,46,15.3,14.4
2023-10-02T08:00:00+00:00,15.2,15.3,46,15.7,14.8
2023-10-02T09:00:00+00:00,10.7,10.7,47,11.1,10.2
2023-10-02T10:00:00+00:00,9.4,9.4,47,10.0,8.9
2023-10-02T11:00:00+00:00,9.1,9.1,47,9.6,8.6
2023-10-02T12:00:00+00:00,9.5,9.5,48,9.9,9.0
2023-10-02T13:00:00+00:00,10.5,10.5,49,11.0,10.0
2023-10-02T14:00:00+00:00,12.7,12.7,51,13.2,12.3
2023-10-02T15:00:00+00:00,14.7,14.7,49,15.4,14.0
2023-10-02T16:00:00+00:00,18.2,18.4,44,19.1,17.3
2023-10-02T17:00:00+00:00,16.4,16.4,41,17.1,15.8
