time,u10,v10
2023-12-01T00:00,0.901,-0.499
2023-12-01T01:00,1.200,0.000
2023-12-01T02:00,0.800,0.000
2023-12-01T03:00,0.891,2.001
2023-12-01T04:00,1.909,2.196
2023-12-01T05:00,1.391,2.510
2023-12-01T06:00,0.799,0.602
2023-12-01T07:00,0.804,0.099
2023-12-01T08:00,0.696,0.505
2023-12-01T09:00,1.504,0.702
2023-12-01T10:00,1.194,0.805
2023-12-01T11:00,0.194,1.103
2023-12-01T12:00,0.098,1.397
2023-12-01T13:00,0.380,2.703
2023-12-01T14:00,0.288,3.297
2023-12-01T15:00,0.273,3.900
2023-12-01T16:00,0.287,4.100
2023-12-01T17:00,-0.408,2.901
2023-12-01T18:00,-0.499,5.698
2023-12-01T19:00,-0.368,4.204
2023-12-01T20:00,1.791,-5.200
2023-12-01T21:00,-0.510,-1.400
2023-12-01T22:00,0.000,-2.200
2023-12-01T23:00,-0.515,-1.798
2023-12-02T00:00,-1.503,0.488
2023-12-02T01:00,0.498,0.797
2023-12-02T02:00,0.498,1.999
2023-12-02T03:00,0.578,2.504
2023-12-02T04:00,1.094,3.007
2023-12-02T05:00,-0.474,4.505
2023-12-02T06:00,-0.494,4.704
2023-12-02T07:00,1.680,2.910
2023-12-02T08:00,3.191,-0.915
2023-12-02T09:00,1.598,0.196
2023-12-02T10:00,1.504,-0.702
2023-12-02T11:00,2.207,-1.987
2023-12-02T12:00,1.709,-1.288
2023-12-02T13:00,-0.779,2.907
2023-12-02T14:00,-0.098,2.798
2023-12-02T15:00,0.976,3.005
2023-12-02T16:00,0.622,3.200
2023-12-02T17:00,-0.913,4.294
2023-12-02T18:00,-0.613,7.003
2023-12-02T19:00,-0.356,6.801
2023-12-02T20:00,-0.383,7.300
2023-12-02T21:00,-0.665,7.601
2023-12-02T22:00,-0.887,5.600
2023-12-02T23:00,-1.106,5.204
2023-12-03T00:00,0.087,4.999
2023-12-03T01:00,0.887,5.600
2023-12-03T02:00,0.096,5.499
2023-12-03T03:00,0.110,6.299
2023-12-03T04:00,1.917,4.995
2023-12-03T05:00,2.472,4.114
2023-12-03T06:00,1.816,4.990
2023-12-03T07:00,6.093,2.713
2023-12-03T08:00,3.376,3.620
2023-12-03T09:00,4.784,1.933
2023-12-03T10:00,2.019,2.993
2023-12-03T11:00,1.202,3.700
2023-12-03T12:00,1.102,2.596
2023-12-03T13:00,-1.094,3.007
2023-12-03T14:00,0.098,2.798
2023-12-03T15:00,1.421,2.789
2023-12-03T16:00,0.800,2.199
2023-12-03T17:00,0.184,2.102
2023-12-03T18:00,-0.325,3.093
2023-12-03T19:00,-0.493,3.506
2023-12-03T20:00,-1.073,3.510
2023-12-03T21:00,-0.325,3.093
2023-12-03T22:00,-0.689,2.403
2023-12-03T23:00,0.509,2.396
2023-12-04T00:00,0.985,2.112
2023-12-04T01:00,0.702,1.504
2023-12-04T02:00,0.210,2.401
2023-12-04T03:00,0.909,2.796
2023-12-04T04:00,0.105,2.998
2023-12-04T05:00,1.217,2.388
2023-12-04T06:00,2.104,2.896
2023-12-04T07:00,1.684,2.007
2023-12-04T08:00,1.113,1.589
2023-12-04T09:00,1.009,1.898
2023-12-04T10:00,1.494,1.602
2023-12-04T11:00,1.805,2.396
2023-12-04T12:00,2.306,1.498
2023-12-04T13:00,1.884,2.411
2023-12-04T14:00,2.014,2.487
2023-12-04T15:00,1.383,2.213
2023-12-04T16:00,1.380,2.709
2023-12-04T17:00,-0.182,2.604
2023-12-04T18:00,-0.098,2.798
2023-12-04T19:00,-0.094,1.798
2023-12-04T20:00,-0.714,2.197
2023-12-04T21:00,-1.309,2.095
2023-12-04T22:00,-0.702,1.504
2023-12-04T23:00,0.304,0.995
2023-12-05T00:00,1.302,1.093
2023-12-05T01:00,1.898,1.009
2023-12-05T02:00,2.602,0.601
2023-12-05T03:00,2.303,0.283
2023-12-05T04:00,1.802,0.692
2023-12-05T05:00,0.892,0.803
2023-12-05T06:00,2.683,2.022
2023-12-05T07:00,2.703,3.002
2023-12-05T08:00,1.805,2.396
2023-12-05T09:00,1.890,2.508
2023-12-05T10:00,1.380,2.709
2023-12-05T11:00,1.690,2.705
2023-12-05T12:00,1.492,3.199
2023-12-05T13:00,1.498,2.703
2023-12-05T14:00,1.487,2.205
2023-12-05T15:00,1.681,2.314
2023-12-05T16:00,0.881,2.711
2023-12-05T17:00,0.205,3.905
2023-12-05T18:00,-0.491,4.000
2023-12-05T19:00,-0.571,3.605
2023-12-05T20:00,-0.587,1.807
2023-12-05T21:00,-0.297,0.297
2023-12-05T22:00,-0.305,0.794
2023-12-05T23:00,-0.089,1.698
2023-12-06T00:00,0.089,1.698
2023-12-06T01:00,0.500,0.000
2023-12-06T02:00,1.292,-1.010
2023-12-06T03:00,0.400,0.000
2023-12-06T04:00,2.213,1.383
2023-12-06T05:00,2.719,2.282
2023-12-06T06:00,1.615,3.996
2023-12-06T07:00,1.731,4.284
2023-12-06T08:00,1.530,3.986
2023-12-06T09:00,1.903,3.901
2023-12-06T10:00,1.123,4.192
2023-12-06T11:00,0.999,2.903
2023-12-06T12:00,2.085,3.611
2023-12-06T13:00,2.665,4.616
2023-12-06T14:00,1.406,4.902
2023-12-06T15:00,1.823,5.295
2023-12-06T16:00,2.626,6.186
2023-12-06T17:00,0.533,6.097
2023-12-06T18:00,-0.000,7.200
2023-12-06T19:00,-0.230,6.596
2023-12-06T20:00,-0.715,6.803
2023-12-06T21:00,-1.062,6.706
2023-12-06T22:00,-0.357,5.108
2023-12-06T23:00,-0.981,2.310
2023-12-07T00:00,-0.000,3.900
2023-12-07T01:00,2.902,4.303
2023-12-07T02:00,2.928,5.283
2023-12-07T03:00,0.970,7.901
2023-12-07T04:00,1.394,8.800
2023-12-07T05:00,0.892,10.201
2023-12-07T06:00,-1.219,7.694
2023-12-07T07:00,0.469,6.704
2023-12-07T08:00,-1.055,7.506
2023-12-07T09:00,-0.000,6.600
2023-12-07T10:00,2.035,5.591
2023-12-07T11:00,1.997,-0.105
2023-12-07T12:00,-0.295,-2.099
2023-12-07T13:00,0.604,-0.694
2023-12-07T14:00,5.025,-2.561
2023-12-07T15:00,0.189,-1.800
2023-12-07T16:00,4.690,-1.615
2023-12-07T17:00,4.299,-1.397
2023-12-07T18:00,6.705,-2.985
2023-12-07T19:00,6.084,-4.420
2023-12-07T20:00,1.120,-4.492
2023-12-07T21:00,0.000,-3.300
2023-12-07T22:00,-0.193,-2.202
2023-12-07T23:00,1.502,-0.292
2023-12-08T00:00,0.613,-1.596
2023-12-08T01:00,1.596,-0.112
2023-12-08T02:00,1.704,0.795
2023-12-08T03:00,1.803,1.803
2023-12-08T04:00,2.504,1.689
2023-12-08T05:00,2.696,1.315
2023-12-08T06:00,1.313,3.093
2023-12-08T07:00,1.611,1.989
2023-12-08T08:00,-0.505,-0.696
2023-12-08T09:00,6.176,-2.750
2023-12-08T10:00,0.798,1.501
2023-12-08T11:00,-3.003,0.476
2023-12-08T12:00,3.987,-5.911
2023-12-08T13:00,2.293,-3.399
2023-12-08T14:00,6.525,-5.875
2023-12-08T15:00,4.775,-3.731
2023-12-08T16:00,6.165,-4.646
2023-12-08T17:00,7.006,-3.883
2023-12-08T18:00,5.689,-4.607
2023-12-08T19:00,5.893,-5.306
2023-12-08T20:00,6.251,-6.251
2023-12-08T21:00,6.057,-5.849
2023-12-08T22:00,4.514,-5.192
2023-12-08T23:00,4.467,-5.324
2023-12-09T00:00,4.078,-4.223
2023-12-09T01:00,3.491,-4.806
2023-12-09T02:00,0.431,-4.097
2023-12-09T03:00,-0.595,-2.798
2023-12-09T04:00,2.513,-2.185
2023-12-09T05:00,1.890,-2.508
2023-12-09T06:00,2.112,-2.187
2023-12-09T07:00,1.616,-2.587
2023-12-09T08:00,0.689,-2.403
2023-12-09T09:00,0.910,-2.500
2023-12-09T10:00,1.216,-2.287
2023-12-09T11:00,0.193,-2.202
2023-12-09T12:00,0.985,-1.706
2023-12-09T13:00,1.301,-1.301
2023-12-09T14:00,-0.299,-0.497
2023-12-09T15:00,0.097,-0.501
2023-12-09T16:00,0.304,-0.099
2023-12-09T17:00,-0.095,0.602
2023-12-09T18:00,0.196,-0.100
2023-12-09T19:00,-0.502,-0.502
2023-12-09T20:00,-0.095,-0.602
2023-12-09T21:00,-1.001,-0.405
2023-12-09T22:00,-0.000,0.500
2023-12-09T23:00,0.297,0.700
2023-12-10T00:00,-0.502,0.502
2023-12-10T01:00,-0.202,0.501
2023-12-10T02:00,1.601,1.296
2023-12-10T03:00,1.589,2.108
2023-12-10T04:00,1.321,2.593
2023-12-10T05:00,1.716,3.096
2023-12-10T06:00,1.205,3.498
2023-12-10T07:00,1.716,3.096
2023-12-10T08:00,1.116,3.893
2023-12-10T09:00,1.615,4.690
2023-12-10T10:00,1.431,4.989
2023-12-10T11:00,1.575,3.710
2023-12-10T12:00,1.532,3.792
2023-12-10T13:00,0.698,4.405
2023-12-10T14:00,1.471,4.810
2023-12-10T15:00,1.265,4.412
2023-12-10T16:00,0.602,4.903
2023-12-10T17:00,-0.202,5.796
2023-12-10T18:00,-0.856,5.403
2023-12-10T19:00,-0.788,3.707
2023-12-10T20:00,-1.098,4.405
2023-12-10T21:00,-0.607,1.502
2023-12-10T22:00,-0.200,-1.900
2023-12-10T23:00,-0.098,-1.397
2023-12-11T00:00,-0.805,-1.896
2023-12-11T01:00,0.196,0.100
2023-12-11T02:00,0.799,0.602
2023-12-11T03:00,1.502,0.292
2023-12-11T04:00,-0.000,2.000
2023-12-11T05:00,1.495,0.210
2023-12-11T06:00,0.099,-0.398
2023-12-11T07:00,1.596,-0.112
2023-12-11T08:00,1.900,0.200
2023-12-11T09:00,1.503,-0.488
2023-12-11T10:00,1.503,-0.488
2023-12-11T11:00,0.000,-1.500
2023-12-11T12:00,1.001,-0.195
2023-12-11T13:00,1.999,0.498
2023-12-11T14:00,1.403,0.402
2023-12-11T15:00,1.100,0.799
2023-12-11T16:00,0.403,0.597
2023-12-11T17:00,0.300,1.896
2023-12-11T18:00,-0.497,0.299
2023-12-11T19:00,0.000,-0.800
2023-12-11T20:00,0.193,-2.202
2023-12-11T21:00,0.798,-3.202
2023-12-11T22:00,0.915,-3.191
2023-12-11T23:00,0.915,-3.191
2023-12-12T00:00,1.487,-2.205
2023-12-12T01:00,1.704,-1.589
2023-12-12T02:00,2.007,-1.684
2023-12-12T03:00,1.002,-1.603
2023-12-12T04:00,0.613,-1.596
2023-12-12T05:00,1.502,0.292
2023-12-12T06:00,0.798,-1.501
2023-12-12T07:00,0.901,-1.500
2023-12-12T08:00,0.997,-0.997
2023-12-12T09:00,1.389,1.207
2023-12-12T10:00,0.892,-2.207
2023-12-12T11:00,0.112,-1.596
2023-12-12T12:00,1.301,-0.398
2023-12-12T13:00,0.799,-0.602
2023-12-12T14:00,0.095,-0.905
2023-12-12T15:00,1.203,-0.300
2023-12-12T16:00,1.208,-1.791
2023-12-12T17:00,-0.799,-0.602
2023-12-12T18:00,-0.294,-0.904
2023-12-12T19:00,-0.224,-3.202
2023-12-12T20:00,0.776,-4.402
2023-12-12T21:00,0.705,-3.998
2023-12-12T22:00,1.270,-3.909
2023-12-12T23:00,1.379,-3.412
2023-12-13T00:00,0.699,-2.804
2023-12-13T01:00,2.099,-2.998
2023-12-13T02:00,1.809,-1.087
2023-12-13T03:00,1.997,-1.200
2023-12-13T04:00,3.200,0.622
2023-12-13T05:00,2.798,-0.595
2023-12-13T06:00,3.196,-1.699
2023-12-13T07:00,3.398,-1.513
2023-12-13T08:00,3.291,-2.220
2023-12-13T09:00,2.695,-2.106
2023-12-13T10:00,3.306,-2.492
2023-12-13T11:00,2.199,-2.199
2023-12-13T12:00,2.796,-2.999
2023-12-13T13:00,1.602,-1.494
2023-12-13T14:00,1.278,-3.010
2023-12-13T15:00,1.699,-3.196
2023-12-13T16:00,1.200,-2.695
2023-12-13T17:00,0.115,-3.298
2023-12-13T18:00,-0.319,-2.600
2023-12-13T19:00,0.105,-1.496
2023-12-13T20:00,-0.493,-2.797
2023-12-13T21:00,-0.682,-3.208
2023-12-13T22:00,1.304,-3.398
2023-12-13T23:00,1.094,-3.007
2023-12-14T00:00,0.795,-2.601
2023-12-14T01:00,1.686,-2.408
2023-12-14T02:00,1.697,-1.697
2023-12-14T03:00,1.896,-0.805
2023-12-14T04:00,-0.194,-1.103
2023-12-14T05:00,1.302,-2.004
2023-12-14T06:00,1.709,-1.288
2023-12-14T07:00,1.093,-1.505
2023-12-14T08:00,1.307,-0.695
2023-12-14T09:00,1.003,-0.603
2023-12-14T10:00,0.300,-1.896
2023-12-14T11:00,-0.594,-1.399
2023-12-14T12:00,0.201,-0.298
2023-12-14T13:00,-0.804,-0.099
2023-12-14T14:00,0.594,1.399
2023-12-14T15:00,1.494,1.299
2023-12-14T16:00,0.499,0.901
2023-12-14T17:00,-0.210,2.401
2023-12-14T18:00,-1.807,2.892
2023-12-14T19:00,-0.304,-0.099
2023-12-14T20:00,0.590,-4.199
2023-12-14T21:00,0.189,-2.703
2023-12-14T22:00,-0.189,-1.800
2023-12-14T23:00,-0.194,-1.103
2023-12-15T00:00,-0.602,-0.799
2023-12-15T01:00,0.298,0.201
2023-12-15T02:00,2.095,-1.309
2023-12-15T03:00,1.490,-1.907
2023-12-15T04:00,1.695,-0.901
2023-12-15T05:00,1.198,-0.389
2023-12-15T06:00,0.115,2.197
2023-12-15T07:00,2.185,2.513
2023-12-15T08:00,1.421,2.789
2023-12-15T09:00,1.691,1.814
2023-12-15T10:00,0.502,0.502
2023-12-15T11:00,0.999,-0.700
2023-12-15T12:00,0.198,-0.198
2023-12-15T13:00,1.103,-1.103
2023-12-15T14:00,1.705,-0.394
2023-12-15T15:00,1.103,-0.194
2023-12-15T16:00,-1.399,0.594
2023-12-15T17:00,-1.613,1.791
2023-12-15T18:00,-0.602,0.095
2023-12-15T19:00,-0.794,-0.305
2023-12-15T20:00,0.000,-1.000
2023-12-15T21:00,0.087,-2.498
2023-12-15T22:00,0.189,-2.703
2023-12-15T23:00,1.309,-3.801
2023-12-16T00:00,1.400,-1.999
2023-12-16T01:00,0.805,-1.394
2023-12-16T02:00,0.615,-1.893
2023-12-16T03:00,1.198,-0.903
2023-12-16T04:00,0.701,0.405
2023-12-16T05:00,0.400,1.099
2023-12-16T06:00,1.194,0.805
2023-12-16T07:00,1.817,2.091
2023-12-16T08:00,-0.201,-0.298
2023-12-16T09:00,0.800,-0.695
2023-12-16T10:00,0.300,1.896
2023-12-16T11:00,-0.604,0.694
2023-12-16T12:00,0.695,-0.800
2023-12-16T13:00,0.603,1.003
2023-12-16T14:00,0.096,1.096
2023-12-16T15:00,0.997,0.997
2023-12-16T16:00,-0.099,-0.703
2023-12-16T17:00,-0.694,-0.604
2023-12-16T18:00,-0.297,-0.297
2023-12-16T19:00,-0.904,-0.294
2023-12-16T20:00,-0.398,-1.301
2023-12-16T21:00,-0.115,-2.197
2023-12-16T22:00,0.000,-2.800
2023-12-16T23:00,0.976,-3.005
2023-12-17T00:00,1.007,-1.492
2023-12-17T01:00,1.681,-2.314
2023-12-17T02:00,1.208,-1.791
2023-12-17T03:00,1.397,-0.098
2023-12-17T04:00,1.802,0.999
2023-12-17T05:00,1.602,-1.494
2023-12-17T06:00,0.398,-0.099
2023-12-17T07:00,1.791,1.613
2023-12-17T08:00,0.793,0.404
2023-12-17T09:00,0.999,-0.700
2023-12-17T10:00,1.197,0.508
2023-12-17T11:00,0.799,0.799
2023-12-17T12:00,0.099,0.099
2023-12-17T13:00,0.195,-1.001
2023-12-17T14:00,1.217,-2.388
2023-12-17T15:00,1.993,-0.805
2023-12-17T16:00,0.515,1.798
2023-12-17T17:00,0.000,-0.600
2023-12-17T18:00,0.689,-2.403
2023-12-17T19:00,1.315,-2.696
2023-12-17T20:00,-0.806,-0.995
2023-12-17T21:00,0.316,-1.995
2023-12-17T22:00,0.380,-2.400
2023-12-17T23:00,0.405,-3.295
2023-12-18T00:00,0.207,-0.896
2023-12-18T01:00,-0.700,-0.000
2023-12-18T02:00,-0.806,0.995
2023-12-18T03:00,0.894,1.104
2023-12-18T04:00,-0.210,1.495
2023-12-18T05:00,0.800,0.695
2023-12-18T06:00,-0.702,0.898
2023-12-18T07:00,0.488,-1.503
2023-12-18T08:00,0.196,-0.100
2023-12-18T09:00,-0.405,0.701
2023-12-18T10:00,0.195,0.599
2023-12-18T11:00,-0.505,0.696
2023-12-18T12:00,-0.301,-0.399
2023-12-18T13:00,0.095,-0.602
2023-12-18T14:00,-0.389,-2.206
2023-12-18T15:00,0.498,-0.797
2023-12-18T16:00,0.000,-0.600
2023-12-18T17:00,-0.196,-0.100
2023-12-18T18:00,0.105,-1.195
2023-12-18T19:00,0.380,-2.400
2023-12-18T20:00,0.189,-2.703
2023-12-18T21:00,1.073,-3.510
2023-12-18T22:00,1.690,-4.907
2023-12-18T23:00,0.000,-2.900
2023-12-19T00:00,1.307,-0.695
2023-12-19T01:00,0.304,-0.995
2023-12-19T02:00,-0.700,-0.000
2023-12-19T03:00,2.508,-1.890
2023-12-19T04:00,1.404,-1.797
2023-12-19T05:00,0.599,-0.195
2023-12-19T06:00,0.399,-0.301
2023-12-19T07:00,1.192,1.112
2023-12-19T08:00,1.598,1.598
2023-12-19T09:00,0.798,3.202
2023-12-19T10:00,1.379,3.412
2023-12-19T11:00,1.202,3.700
2023-12-19T12:00,1.305,1.796
2023-12-19T13:00,1.610,2.388
2023-12-19T14:00,0.000,-0.800
2023-12-19T15:00,0.607,-1.502
2023-12-19T16:00,-0.199,3.805
2023-12-19T17:00,1.005,5.702
2023-12-19T18:00,1.014,6.400
2023-12-19T19:00,-0.455,6.504
2023-12-19T20:00,-1.363,5.905
2023-12-19T21:00,-1.719,4.992
2023-12-19T22:00,-0.914,4.702
2023-12-19T23:00,-0.219,-2.500
2023-12-20T00:00,1.391,-2.510
2023-12-20T01:00,1.594,-1.900
2023-12-20T02:00,0.895,0.604
2023-12-20T03:00,1.691,1.814
2023-12-20T04:00,1.886,3.402
2023-12-20T05:00,2.275,3.019
2023-12-20T06:00,0.474,4.505
2023-12-20T07:00,0.474,4.505
2023-12-20T08:00,2.196,4.503
2023-12-20T09:00,2.371,3.515
2023-12-20T10:00,2.172,3.918
2023-12-20T11:00,1.489,3.507
2023-12-20T12:00,0.976,3.403
2023-12-20T13:00,-0.000,3.700
2023-12-20T14:00,-1.825,3.582
2023-12-20T15:00,-0.284,2.705
2023-12-20T16:00,0.295,2.402
2023-12-20T17:00,-1.390,2.408
2023-12-20T18:00,-0.899,5.101
2023-12-20T19:00,-1.526,4.992
2023-12-20T20:00,-0.632,4.496
2023-12-20T21:00,-0.823,3.299
2023-12-20T22:00,-0.508,-1.197
2023-12-20T23:00,-1.298,-0.498
2023-12-21T00:00,-0.194,-1.103
2023-12-21T01:00,1.500,0.901
