time,u10,v10
2023-12-01T00:00,0.613,-1.596
2023-12-01T01:00,0.695,-0.800
2023-12-01T02:00,1.203,-0.300
2023-12-01T03:00,0.096,1.096
2023-12-01T04:00,0.501,0.097
2023-12-01T05:00,0.804,0.099
2023-12-01T06:00,-0.202,-0.501
2023-12-01T07:00,-0.895,-0.604
2023-12-01T08:00,-0.195,-0.599
2023-12-01T09:00,-0.794,0.305
2023-12-01T10:00,-0.099,-0.398
2023-12-01T11:00,-0.997,-1.107
2023-12-01T12:00,-0.099,-0.703
2023-12-01T13:00,0.399,-0.301
2023-12-01T14:00,0.700,0.297
2023-12-01T15:00,0.096,1.096
2023-12-01T16:00,1.697,0.208
2023-12-01T17:00,-1.129,3.691
2023-12-01T18:00,-1.263,4.714
2023-12-01T19:00,-0.474,4.505
2023-12-01T20:00,0.507,3.200
2023-12-01T21:00,0.806,-0.995
2023-12-01T22:00,-0.196,-1.396
2023-12-01T23:00,-3.996,-1.615
2023-12-02T00:00,-0.813,-1.595
2023-12-02T01:00,-0.683,-2.102
2023-12-02T02:00,-1.197,0.508
2023-12-02T03:00,0.695,1.204
2023-12-02T04:00,0.683,2.102
2023-12-02T05:00,-2.093,4.108
2023-12-02T06:00,-1.684,3.306
2023-12-02T07:00,-2.603,3.102
2023-12-02T08:00,-2.401,0.210
2023-12-02T09:00,-3.196,1.699
2023-12-02T10:00,-0.695,1.204
2023-12-02T11:00,-3.603,-0.700
2023-12-02T12:00,-3.691,-1.129
2023-12-02T13:00,-2.700,-0.000
2023-12-02T14:00,-0.692,1.802
2023-12-02T15:00,-0.000,2.700
2023-12-02T16:00,-1.786,4.207
2023-12-02T17:00,-1.107,4.794
2023-12-02T18:00,-2.756,7.179
2023-12-02T19:00,-1.246,6.410
2023-12-02T20:00,-1.078,6.805
2023-12-02T21:00,-1.265,6.508
2023-12-02T22:00,-1.895,6.197
2023-12-02T23:00,-3.360,5.820
2023-12-03T00:00,-3.045,5.274
2023-12-03T01:00,-2.962,6.977
2023-12-03T02:00,-2.842,5.578
2023-12-03T03:00,-2.835,7.385
2023-12-03T04:00,-2.083,6.410
2023-12-03T05:00,-0.248,7.106
2023-12-03T06:00,-0.802,5.704
2023-12-03T07:00,-0.703,5.001
2023-12-03T08:00,-0.000,5.600
2023-12-03T09:00,-2.191,2.907
2023-12-03T10:00,-3.621,3.883
2023-12-03T11:00,-3.401,3.401
2023-12-03T12:00,-2.003,4.296
2023-12-03T13:00,-1.495,3.699
2023-12-03T14:00,-1.712,2.191
2023-12-03T15:00,-0.501,0.598
2023-12-03T16:00,0.304,0.099
