time,u10,v10
2023-12-01T00:00,0.805,-1.194
2023-12-01T01:00,0.097,-0.501
2023-12-01T02:00,0.695,-0.800
2023-12-01T03:00,-0.389,1.198
2023-12-01T04:00,0.191,1.205
2023-12-01T05:00,-1.001,0.195
2023-12-01T06:00,-0.505,-0.696
2023-12-01T07:00,-1.001,-0.405
2023-12-01T08:00,0.198,-0.796
2023-12-01T09:00,0.497,0.403
2023-12-01T10:00,0.000,-0.100
2023-12-01T11:00,-0.799,-0.799
2023-12-01T12:00,-0.301,-0.399
2023-12-01T13:00,-0.804,0.099
2023-12-01T14:00,0.403,-0.403
2023-12-01T15:00,0.508,-1.197
2023-12-01T16:00,1.705,0.394
2023-12-01T17:00,-0.601,0.601
2023-12-01T18:00,1.800,1.999
2023-12-01T19:00,1.802,0.999
2023-12-01T20:00,3.902,1.193
2023-12-01T21:00,1.796,-1.305
2023-12-01T22:00,0.498,-0.797
2023-12-01T23:00,-1.706,-0.689
2023-12-02T00:00,-1.399,0.297
2023-12-02T01:00,-0.695,-0.800
2023-12-02T02:00,-1.814,1.691
2023-12-02T03:00,0.307,2.501
2023-12-02T04:00,-1.092,3.807
2023-12-02T05:00,-1.419,3.697
2023-12-02T06:00,-0.000,3.000
2023-12-02T07:00,-0.828,5.892
2023-12-02T08:00,0.785,3.401
2023-12-02T09:00,-2.187,2.112
2023-12-02T10:00,-0.602,0.799
2023-12-02T11:00,-2.207,0.892
2023-12-02T12:00,-1.793,0.414
2023-12-02T13:00,-1.994,1.105
2023-12-02T14:00,-1.705,0.394
2023-12-02T15:00,0.089,1.698
2023-12-02T16:00,-0.394,2.802
2023-12-02T17:00,-0.000,4.200
2023-12-02T18:00,1.916,3.189
2023-12-02T19:00,2.999,4.800
2023-12-02T20:00,2.687,5.510
2023-12-02T21:00,2.169,5.109
2023-12-02T22:00,1.129,4.891
2023-12-02T23:00,0.703,5.001
2023-12-03T00:00,-1.040,4.891
2023-12-03T01:00,0.847,6.898
2023-12-03T02:00,-1.093,6.904
2023-12-03T03:00,-2.091,7.805
2023-12-03T04:00,-0.127,7.299
2023-12-03T05:00,-0.138,7.899
2023-12-03T06:00,-0.542,6.196
