time,u10,v10
2023-12-01T00:00,0.995,-0.806
2023-12-01T01:00,1.601,-0.399
2023-12-01T02:00,1.496,-0.105
2023-12-01T03:00,1.303,1.397
2023-12-01T04:00,2.089,1.409
2023-12-01T05:00,1.009,1.898
2023-12-01T06:00,-0.498,1.999
2023-12-01T07:00,0.602,-0.095
2023-12-01T08:00,0.604,0.694
2023-12-01T09:00,1.800,0.801
2023-12-01T10:00,1.003,0.903
2023-12-01T11:00,-0.590,2.202
2023-12-01T12:00,-0.508,2.202
2023-12-01T13:00,-0.315,2.994
2023-12-01T14:00,-0.616,3.496
2023-12-01T15:00,-0.503,4.099
2023-12-01T16:00,-1.021,4.095
2023-12-01T17:00,-1.330,3.292
2023-12-01T18:00,-1.244,5.388
2023-12-01T19:00,-0.632,3.990
2023-12-01T20:00,1.198,-0.389
2023-12-01T21:00,-0.492,-1.105
2023-12-01T22:00,-0.611,-1.999
2023-12-01T23:00,-1.494,-1.299
2023-12-02T00:00,-1.704,-0.300
2023-12-02T01:00,0.196,-0.100
2023-12-02T02:00,0.488,1.503
2023-12-02T03:00,0.689,1.706
2023-12-02T04:00,0.800,2.199
2023-12-02T05:00,-1.789,3.511
2023-12-02T06:00,-0.675,4.803
2023-12-02T07:00,-0.126,3.598
2023-12-02T08:00,-1.603,1.002
2023-12-02T09:00,1.198,0.389
2023-12-02T10:00,1.999,-0.611
2023-12-02T11:00,1.093,-1.505
2023-12-02T12:00,0.000,0.000
2023-12-02T13:00,-0.487,2.503
2023-12-02T14:00,-1.399,3.000
2023-12-02T15:00,-0.196,2.803
2023-12-02T16:00,-0.715,3.098
2023-12-02T17:00,-1.579,5.508
2023-12-02T18:00,-1.638,7.093
2023-12-02T19:00,-1.233,6.992
2023-12-02T20:00,-1.154,7.289
2023-12-02T21:00,-1.097,7.803
2023-12-02T22:00,-1.374,5.511
2023-12-02T23:00,-2.338,5.786
2023-12-03T00:00,-0.760,5.407
2023-12-03T01:00,-0.897,7.305
