time,u10,v10
2023-12-01T00:00,0.210,-1.495
2023-12-01T01:00,-0.400,-1.099
2023-12-01T02:00,-0.297,-0.297
2023-12-01T03:00,-1.207,1.389
2023-12-01T04:00,-1.814,2.793
2023-12-01T05:00,-2.842,5.578
2023-12-01T06:00,-2.608,5.592
2023-12-01T07:00,-2.606,4.900
2023-12-01T08:00,-1.800,1.999
2023-12-01T09:00,-2.131,4.787
2023-12-01T10:00,-2.437,4.582
2023-12-01T11:00,-2.961,4.929
2023-12-01T12:00,-4.126,5.679
2023-12-01T13:00,-3.762,6.021
2023-12-01T14:00,-4.429,5.278
2023-12-01T15:00,-4.881,5.615
2023-12-01T16:00,-3.146,5.676
2023-12-01T17:00,-3.786,5.406
2023-12-01T18:00,-3.627,5.586
2023-12-01T19:00,-1.336,5.788
2023-12-01T20:00,-1.193,3.902
2023-12-01T21:00,0.799,0.602
2023-12-01T22:00,0.189,-1.800
2023-12-01T23:00,-2.029,-3.983
2023-12-02T00:00,-0.505,-0.696
2023-12-02T01:00,0.295,-2.099
2023-12-02T02:00,-0.298,0.201
2023-12-02T03:00,1.706,0.985
2023-12-02T04:00,-0.699,2.804
2023-12-02T05:00,-4.140,4.762
2023-12-02T06:00,-2.600,4.503
2023-12-02T07:00,-1.305,1.796
2023-12-02T08:00,-0.522,-3.299
2023-12-02T09:00,0.292,1.502
2023-12-02T10:00,1.403,-1.096
2023-12-02T11:00,-1.606,-2.294
2023-12-02T12:00,-1.890,-2.910
2023-12-02T13:00,-1.704,-0.795
2023-12-02T14:00,-2.890,5.006
2023-12-02T15:00,-1.830,5.986
2023-12-02T16:00,-4.003,4.293
2023-12-02T17:00,-4.359,6.226
2023-12-02T18:00,-5.363,7.659
2023-12-02T19:00,-3.168,7.117
2023-12-02T20:00,-3.714,7.288
2023-12-02T21:00,-3.925,7.381
2023-12-02T22:00,-3.845,6.936
2023-12-02T23:00,-6.107,5.898
2023-12-03T00:00,-5.841,5.259
2023-12-03T01:00,-6.611,6.384
2023-12-03T02:00,-5.926,4.465
2023-12-03T03:00,-5.577,6.415
2023-12-03T04:00,-5.600,4.699
