time,u10,v10
2023-12-01T00:00,1.001,-0.405
2023-12-01T01:00,0.799,0.602
2023-12-01T02:00,-0.799,0.602
2023-12-01T03:00,-0.984,2.211
2023-12-01T04:00,-1.610,2.789
2023-12-01T05:00,-2.213,1.383
2023-12-01T06:00,-1.301,0.398
2023-12-01T07:00,-1.176,2.911
2023-12-01T08:00,-1.697,1.697
2023-12-01T09:00,-1.010,1.292
2023-12-01T10:00,-0.795,2.601
2023-12-01T11:00,-2.589,2.414
2023-12-01T12:00,-1.894,2.103
2023-12-01T13:00,-1.113,2.093
2023-12-01T14:00,-1.521,2.985
2023-12-01T15:00,-1.998,3.197
2023-12-01T16:00,-0.200,1.900
2023-12-01T17:00,0.325,3.093
2023-12-01T18:00,-0.319,2.600
2023-12-01T19:00,0.917,2.390
2023-12-01T20:00,4.208,0.666
2023-12-01T21:00,3.004,0.584
2023-12-01T22:00,2.295,-0.702
2023-12-01T23:00,2.604,0.182
2023-12-02T00:00,1.397,0.098
2023-12-02T01:00,-0.497,-0.403
2023-12-02T02:00,-1.192,1.908
2023-12-02T03:00,1.016,2.791
2023-12-02T04:00,-1.964,5.116
2023-12-02T05:00,-1.928,7.196
2023-12-02T06:00,-0.950,5.995
2023-12-02T07:00,-0.405,5.796
2023-12-02T08:00,1.712,2.191
2023-12-02T09:00,3.102,0.217
2023-12-02T10:00,3.897,-0.900
2023-12-02T11:00,1.101,-0.295
2023-12-02T12:00,1.496,-0.105
2023-12-02T13:00,0.499,0.901
2023-12-02T14:00,-0.105,1.195
2023-12-02T15:00,-0.911,3.400
2023-12-02T16:00,-2.561,5.025
2023-12-02T17:00,-1.951,7.283
2023-12-02T18:00,-2.237,6.886
2023-12-02T19:00,0.414,7.899
2023-12-02T20:00,0.559,8.000
2023-12-02T21:00,-0.134,7.699
2023-12-02T22:00,-0.757,7.200
2023-12-02T23:00,-2.137,6.991
2023-12-03T00:00,-2.756,7.179
2023-12-03T01:00,-1.343,6.911
2023-12-03T02:00,-0.420,4.802
2023-12-03T03:00,-1.093,8.903
2023-12-03T04:00,-0.356,6.801
2023-12-03T05:00,1.028,5.291
2023-12-03T06:00,0.403,4.602
2023-12-03T07:00,4.392,3.310
2023-12-03T08:00,6.902,1.979
2023-12-03T09:00,5.596,0.391
2023-12-03T10:00,2.916,2.278
2023-12-03T11:00,2.081,2.311
2023-12-03T12:00,1.472,-3.307
2023-12-03T13:00,2.371,3.515
2023-12-03T14:00,1.282,2.410
2023-12-03T15:00,0.719,3.701
2023-12-03T16:00,0.173,3.305
2023-12-03T17:00,0.210,2.401
2023-12-03T18:00,-1.074,4.308
2023-12-03T19:00,-0.727,4.593
2023-12-03T20:00,-2.134,4.188
2023-12-03T21:00,-2.293,4.701
2023-12-03T22:00,-1.691,4.406
2023-12-03T23:00,-1.064,4.609
2023-12-04T00:00,0.219,2.500
2023-12-04T01:00,-1.321,2.593
2023-12-04T02:00,-1.176,2.911
2023-12-04T03:00,-0.873,4.108
2023-12-04T04:00,-0.798,4.103
2023-12-04T05:00,-0.890,3.105
2023-12-04T06:00,-1.499,-1.398
2023-12-04T07:00,-1.298,0.498
2023-12-04T08:00,-0.898,-0.898
2023-12-04T09:00,-0.602,-0.095
2023-12-04T10:00,-0.100,-0.000
