time,u10,v10
2023-12-01T00:00,0.713,-1.399
2023-12-01T01:00,0.800,-0.695
2023-12-01T02:00,0.497,-0.403
2023-12-01T03:00,0.402,1.403
2023-12-01T04:00,0.507,1.893
2023-12-01T05:00,0.398,1.301
2023-12-01T06:00,-0.200,-0.000
2023-12-01T07:00,-0.201,0.298
2023-12-01T08:00,0.399,0.301
2023-12-01T09:00,0.491,1.607
2023-12-01T10:00,-0.000,0.800
2023-12-01T11:00,-0.505,0.696
2023-12-01T12:00,-0.502,0.502
2023-12-01T13:00,-0.607,1.502
2023-12-01T14:00,0.515,1.798
2023-12-01T15:00,-0.000,1.600
2023-12-01T16:00,0.616,2.299
2023-12-01T17:00,0.611,1.999
2023-12-01T18:00,0.378,3.600
2023-12-01T19:00,1.428,4.394
2023-12-01T20:00,1.810,2.492
2023-12-01T21:00,0.297,-1.399
2023-12-01T22:00,-0.112,-1.596
2023-12-01T23:00,-1.608,-1.397
2023-12-02T00:00,-1.093,-0.606
2023-12-02T01:00,-1.003,-0.603
2023-12-02T02:00,-0.903,1.003
2023-12-02T03:00,0.594,1.399
2023-12-02T04:00,0.578,2.504
2023-12-02T05:00,0.119,3.398
2023-12-02T06:00,0.721,2.891
2023-12-02T07:00,0.380,2.400
2023-12-02T08:00,0.695,1.204
2023-12-02T09:00,-0.714,2.197
2023-12-02T10:00,0.508,1.197
2023-12-02T11:00,-1.298,0.811
2023-12-02T12:00,-0.497,0.403
2023-12-02T13:00,0.695,1.204
2023-12-02T14:00,0.508,0.998
2023-12-02T15:00,0.797,0.498
2023-12-02T16:00,0.098,2.798
2023-12-02T17:00,0.719,3.701
2023-12-02T18:00,0.971,5.505
2023-12-02T19:00,1.548,6.210
2023-12-02T20:00,1.523,6.596
2023-12-02T21:00,1.111,6.303
2023-12-02T22:00,0.309,5.902
2023-12-02T23:00,-0.262,5.003
2023-12-03T00:00,-0.693,3.001
2023-12-03T01:00,0.578,4.705
2023-12-03T02:00,-1.129,4.891
2023-12-03T03:00,-2.032,4.787
2023-12-03T04:00,-0.357,5.108
2023-12-03T05:00,0.225,4.294
2023-12-03T06:00,0.618,3.901
2023-12-03T07:00,1.998,3.197
2023-12-03T08:00,2.278,2.916
2023-12-03T09:00,0.714,2.197
2023-12-03T10:00,-0.507,3.200
2023-12-03T11:00,-0.511,2.895
2023-12-03T12:00,-0.189,2.703
2023-12-03T13:00,2.095,2.497
2023-12-03T14:00,0.095,0.905
2023-12-03T15:00,-0.084,2.399
2023-12-03T16:00,1.494,1.299
2023-12-03T17:00,0.294,0.904
2023-12-03T18:00,-0.493,2.797
2023-12-03T19:00,0.476,3.003
2023-12-03T20:00,-0.133,3.798
2023-12-03T21:00,1.200,2.695
2023-12-03T22:00,0.795,1.704
2023-12-03T23:00,0.805,1.194
2023-12-04T00:00,1.112,1.192
2023-12-04T01:00,-0.599,-0.195
2023-12-04T02:00,-1.301,0.398
2023-12-04T03:00,1.397,1.303
2023-12-04T04:00,-0.000,1.700
2023-12-04T05:00,0.405,1.001
2023-12-04T06:00,1.611,1.989
2023-12-04T07:00,0.202,0.501
2023-12-04T08:00,1.700,0.000
2023-12-04T09:00,1.995,0.316
2023-12-04T10:00,1.705,0.394
2023-12-04T11:00,1.710,1.385
2023-12-04T12:00,1.492,1.208
2023-12-04T13:00,0.507,1.893
2023-12-04T14:00,1.397,1.608
2023-12-04T15:00,-0.316,1.995
2023-12-04T16:00,0.689,2.403
2023-12-04T17:00,1.031,3.595
2023-12-04T18:00,0.890,3.105
2023-12-04T19:00,1.008,2.494
2023-12-04T20:00,0.794,2.307
2023-12-04T21:00,0.311,1.600
2023-12-04T22:00,0.399,0.895
2023-12-04T23:00,0.895,0.399
2023-12-05T00:00,1.194,0.805
2023-12-05T01:00,0.904,1.392
2023-12-05T02:00,1.403,1.096
2023-12-05T03:00,-0.999,1.802
2023-12-05T04:00,-0.690,2.004
2023-12-05T05:00,0.712,1.599
2023-12-05T06:00,0.892,2.207
2023-12-05T07:00,1.216,2.287
2023-12-05T08:00,-0.892,1.609
2023-12-05T09:00,1.010,1.292
2023-12-05T10:00,-0.285,1.798
2023-12-05T11:00,0.110,2.097
2023-12-05T12:00,0.489,2.299
2023-12-05T13:00,0.488,1.701
2023-12-05T14:00,0.299,0.497
2023-12-05T15:00,0.198,0.796
2023-12-05T16:00,-0.389,1.198
2023-12-05T17:00,-0.182,2.604
2023-12-05T18:00,0.700,3.603
2023-12-05T19:00,0.429,3.494
2023-12-05T20:00,0.295,2.402
2023-12-05T21:00,0.207,0.896
2023-12-05T22:00,0.204,-0.401
2023-12-05T23:00,-0.099,0.703
2023-12-06T00:00,0.202,0.501
2023-12-06T01:00,0.488,1.503
2023-12-06T02:00,0.194,1.103
2023-12-06T03:00,-0.608,1.194
2023-12-06T04:00,0.510,1.400
2023-12-06T05:00,-0.207,0.896
2023-12-06T06:00,-0.099,0.703
2023-12-06T07:00,-2.410,-1.282
2023-12-06T08:00,-0.587,1.807
2023-12-06T09:00,-1.496,-0.105
2023-12-06T10:00,-2.403,-0.689
2023-12-06T11:00,-2.196,-1.909
2023-12-06T12:00,-0.694,0.604
2023-12-06T13:00,-2.101,-0.806
2023-12-06T14:00,-1.706,0.689
2023-12-06T15:00,-1.702,-0.586
2023-12-06T16:00,-0.891,2.001
2023-12-06T17:00,0.785,3.401
2023-12-06T18:00,3.005,5.898
2023-12-06T19:00,1.917,4.995
2023-12-06T20:00,1.156,5.008
2023-12-06T21:00,1.830,5.986
2023-12-06T22:00,2.234,4.384
2023-12-06T23:00,0.207,0.896
2023-12-07T00:00,-1.113,-2.093
2023-12-07T01:00,-1.713,-1.489
2023-12-07T02:00,-0.094,-1.798
2023-12-07T03:00,1.125,3.092
2023-12-07T04:00,2.040,7.113
2023-12-07T05:00,1.250,7.091
2023-12-07T06:00,-0.000,6.300
2023-12-07T07:00,1.109,5.703
2023-12-07T08:00,0.917,5.200
2023-12-07T09:00,0.810,6.600
2023-12-07T10:00,0.252,7.206
2023-12-07T11:00,1.003,0.903
2023-12-07T12:00,-0.300,-1.896
2023-12-07T13:00,0.913,-1.791
2023-12-07T14:00,1.487,-2.205
2023-12-07T15:00,-0.799,-0.602
2023-12-07T16:00,-1.866,-4.617
2023-12-07T17:00,1.584,-3.110
2023-12-07T18:00,3.392,-2.120
2023-12-07T19:00,3.203,-3.203
2023-12-07T20:00,3.190,-5.105
2023-12-07T21:00,2.333,-3.883
2023-12-07T22:00,-0.501,-0.598
2023-12-07T23:00,-1.502,0.607
2023-12-08T00:00,-0.600,-0.000
2023-12-08T01:00,0.599,0.195
2023-12-08T02:00,0.405,0.701
2023-12-08T03:00,0.695,1.307
2023-12-08T04:00,0.906,1.294
2023-12-08T05:00,1.194,0.805
2023-12-08T06:00,-0.405,1.001
2023-12-08T07:00,-0.400,1.099
2023-12-08T08:00,-0.206,1.304
2023-12-08T09:00,2.994,0.315
2023-12-08T10:00,-1.400,1.999
2023-12-08T11:00,-1.203,0.300
2023-12-08T12:00,1.497,-4.896
2023-12-08T13:00,0.887,-1.903
2023-12-08T14:00,-2.388,1.610
2023-12-08T15:00,-2.108,1.589
2023-12-08T16:00,0.802,-2.797
2023-12-08T17:00,2.703,-3.002
2023-12-08T18:00,3.015,-3.593
2023-12-08T19:00,3.606,-4.298
2023-12-08T20:00,3.292,-4.702
2023-12-08T21:00,4.200,-4.200
2023-12-08T22:00,1.881,-3.011
2023-12-08T23:00,2.692,-3.705
2023-12-09T00:00,2.593,-3.202
2023-12-09T01:00,0.717,-2.499
2023-12-09T02:00,2.085,-3.611
2023-12-09T03:00,-1.611,-1.989
2023-12-09T04:00,0.300,0.000
2023-12-09T05:00,-0.403,0.597
2023-12-09T06:00,0.096,1.096
2023-12-09T07:00,-1.001,0.405
2023-12-09T08:00,-1.495,0.210
2023-12-09T09:00,-0.510,-1.400
2023-12-09T10:00,0.811,-1.298
2023-12-09T11:00,0.497,-0.403
2023-12-09T12:00,0.207,0.896
2023-12-09T13:00,-0.000,1.200
2023-12-09T14:00,-0.100,-0.196
2023-12-09T15:00,1.101,0.295
2023-12-09T16:00,0.695,1.307
2023-12-09T17:00,0.906,1.294
2023-12-09T18:00,0.799,0.602
2023-12-09T19:00,-0.202,-0.501
2023-12-09T20:00,-0.196,-0.100
2023-12-09T21:00,-0.500,-0.000
2023-12-09T22:00,0.297,-0.297
2023-12-09T23:00,-0.198,0.198
2023-12-10T00:00,-1.000,-0.000
2023-12-10T01:00,-0.499,0.901
2023-12-10T02:00,0.799,1.100
2023-12-10T03:00,0.913,1.791
2023-12-10T04:00,0.389,2.003
2023-12-10T05:00,1.301,1.301
2023-12-10T06:00,0.906,1.294
2023-12-10T07:00,1.001,-0.195
2023-12-10T08:00,-0.201,0.298
2023-12-10T09:00,-0.597,0.403
2023-12-10T10:00,-0.498,0.797
2023-12-10T11:00,-1.700,-0.000
2023-12-10T12:00,-1.595,0.813
2023-12-10T13:00,-1.893,0.615
2023-12-10T14:00,-1.793,0.414
2023-12-10T15:00,-0.799,0.799
2023-12-10T16:00,-0.283,2.303
2023-12-10T17:00,-0.196,2.803
2023-12-10T18:00,-0.722,2.695
2023-12-10T19:00,-0.703,0.099
2023-12-10T20:00,-1.100,-0.000
2023-12-10T21:00,-0.885,-2.306
2023-12-10T22:00,-0.105,-1.997
2023-12-10T23:00,-0.105,-1.997
2023-12-11T00:00,-0.414,-1.793
2023-12-11T01:00,-0.501,-0.598
2023-12-11T02:00,-0.000,0.500
2023-12-11T03:00,1.307,-0.695
2023-12-11T04:00,-0.901,1.500
2023-12-11T05:00,-0.000,0.100
2023-12-11T06:00,1.003,0.603
2023-12-11T07:00,0.604,0.895
2023-12-11T08:00,-0.091,1.297
2023-12-11T09:00,0.997,1.107
2023-12-11T10:00,0.798,1.501
2023-12-11T11:00,0.295,2.099
2023-12-11T12:00,0.997,0.997
2023-12-11T13:00,0.696,0.505
2023-12-11T14:00,-0.401,0.204
2023-12-11T15:00,-1.294,0.906
2023-12-11T16:00,0.300,0.000
