time_stamp,pm2.5_atm,pm2.5_cf_1,humidity,pm2.5_atm_a,pm2.5_atm_b
2023-10-01T00:00:00+00:00,1664.0,2496.6,32,0.0,3328.0
2023-10-01T01:00:00+00:00,1663.6,2495.9,34,0.0,3327.1
2023-10-01T02:00:00+00:00,1663.0,2495.0,36,0.0,3325.9
2023-10-01T03:00:00+00:00,1663.6,2496.0,39,0.0,3327.2
2023-10-01T04:00:00+00:00,1664.3,2497.0,41,0.1,3328.6
2023-10-01T05:00:00+00:00,1665.1,2497.5,43,3.0,3327.3
2023-10-01T06:00:00+00:00,1674.5,2507.3,44,20.2,3328.9
2023-10-01T07:00:00+00:00,1671.4,2504.1,45,14.5,3328.2
2023-10-01T08:00:00+00:00,1664.1,2496.6,46,0.5,3327.7
2023-10-01T09:00:00+00:00,1665.1,2498.0,48,0.6,3329.6
2023-10-01T10:00:00+00:00,1665.0,2497.9,49,1.0,3329.1
2023-10-01T11:00:00+00:00,1665.5,2498.5,50,1.1,3330.0
2023-10-01T12:00:00+00:00,1664.7,2497.3,51,1.2,3328.2
2023-10-01T13:00:00+00:00,1664.4,2496.7,52,1.4,3327.4
2023-10-01T14:00:00+00:00,1665.5,2498.1,53,2.6,3328.3
2023-10-01T15:00:00+00:00,1666.4,2498.7,52,5.7,3327.0
2023-10-01T16:00:00+00:00,1663.5,2495.3,41,2.1,3324.9
2023-10-01T17:00:00+00:00,1665.1,2497.6,33,2.1,3328.1
2023-10-01T18:00:00+00:00,1665.2,2497.9,35,1.9,3328.4
2023-10-01T19:00:00+00:00,1665.6,2498.1,34,3.6,3327.6
2023-10-01T20:00:00+00:00,1666.0,2498.6,33,3.8,3328.1
2023-10-01T21:00:00+00:00,1664.9,2497.6,32,1.4,3328.4
2023-10-01T22:00:00+00:00,1663.6,2496.0,30,0.2,3327.1
2023-10-01T23:00:00+00:00,1663.1,2495.3,29,0.2,3326.1
2023-10-02T00:00:00+00:00,1663.7,2496.1,30,0.5,3327.0
2023-10-02T01:00:00+00:00,1663.5,2495.8,31,0.1,3326.9
2023-10-02T02:00:00+00:00,1663.4,2495.6,35,0.4,3326.3
2023-10-02T03:00:00+00:00,1664.6,2496.8,37,2.6,3326.5
2023-10-02T04:00:00+00:00,1664.8,2497.3,39,1.7,3327.9
2023-10-02T05:00:00+00:00,1664.2,2496.5,40,1.5,3326.8
2023-10-02T06:00:00+00:00,1665.0,2497.6,39,1.7,3328.4
2023-10-02T07:00:00+00:00,1665.6,2498.2,40,2.8,3328.4
2023-10-02T08:00:00+00:00,1665.2,2497.5,40,3.5,3326.8
2023-10-02T09:00:00+00:00,1665.6,2498.3,40,2.7,3328.6
2023-10-02T10:00:00+00:00,1666.4,2499.3,41,2.8,3329.9
2023-10-02T11:00:00+00:00,1666.2,2498.9,42,3.5,3328.9
2023-10-02T12:00:00+00:00,1666.4,2499.2,42,3.5,3329.3
2023-10-02T13:00:00+00:00,1665.5,2498.0,43,3.2,3327.8
2023-10-02T14:00:00+00:00,1665.9,2498.7,44,2.7,3329.2
2023-10-02T15:00:00+00:00,1666.9,2499.4,44,5.7,3328.0
2023-10-02T16:00:00+00:00,1669.0,2500.8,36,13.3,3324.7
2023-10-02T17:00:00+00:00,1671.4,2504.0,29,14.4,3328.3
2023-10-02T18:00:00+00:00,1671.1,2503.9,30,12.6,3329.6
2023-10-02T19:00:00+00:00,1666.0,2498.5,29,4.0,3328.0
2023-10-02T20:00:00+00:00,1664.7,2497.5,27,0.6,3328.9
2023-10-02T21:00:00+00:00,1664.3,2497.0,25,0.1,3328.6
2023-10-02T22:00:00+00:00,1664.4,2497.1,23,0.0,3328.7
2023-10-02T23:00:00+00:00,1663.8,2496.3,22,0.1,3327.5
2023-10-03T00:00:00+00:00,1663.5,2495.9,23,0.1,3327.0
2023-10-03T01:00:00+00:00,1663.5,2495.9,25,0.1,3327.0
2023-10-03T02:00:00+00:00,1664.0,2496.4,28,0.4,3327.6
2023-10-03T03:00:00+00:00,1663.3,2495.5,30,0.2,3326.4
2023-10-03T04:00:00+00:00,1663.8,2496.1,32,0.4,3327.1
2023-10-03T05:00:00+00:00,1664.7,2497.4,36,0.8,3328.7
2023-10-03T06:00:00+00:00,1664.9,2497.6,39,1.0,3328.8
2023-10-03T07:00:00+00:00,1664.9,2497.5,42,1.1,3328.7
2023-10-03T08:00:00+00:00,1665.3,2498.1,43,1.5,3329.1
2023-10-03T09:00:00+00:00,1666.1,2499.0,44,2.3,3329.8
2023-10-03T10:00:00+00:00,1665.3,2497.8,45,2.4,3328.1
2023-10-03T11:00:00+00:00,1666.4,2499.2,46,3.5,3329.3
2023-10-03T12:00:00+00:00,1667.0,2499.8,47,4.6,3329.3
2023-10-03T13:00:00+00:00,1667.3,2500.2,48,4.8,3329.7
2023-10-03T14:00:00+00:00,1666.7,2499.1,50,6.3,3327.2
2023-10-03T15:00:00+00:00,1667.5,2499.8,48,8.3,3326.8
2023-10-03T16:00:00+00:00,1665.8,2497.7,37,6.3,3325.2
2023-10-03T17:00:00+00:00,1666.5,2499.1,28,5.1,3328.0
2023-10-03T18:00:00+00:00,1665.9,2498.5,28,3.8,3328.1
2023-10-03T19:00:00+00:00,1664.9,2497.5,24,1.9,3327.9
2023-10-03T20:00:00+00:00,1664.6,2497.3,21,0.4,3328.7
2023-10-03T21:00:00+00:00,1664.9,2497.5,20,1.2,3328.6
2023-10-03T22:00:00+00:00,1664.4,2496.6,20,1.9,3326.8
2023-10-03T23:00:00+00:00,1665.5,2498.2,20,2.4,3328.6
2023-10-04T00:00:00+00:00,1664.9,2497.4,20,1.7,3328.1
2023-10-04T01:00:00+00:00,1663.7,2495.9,23,1.3,3326.2
2023-10-04T02:00:00+00:00,1664.7,2497.0,27,2.4,3326.9
2023-10-04T03:00:00+00:00,1665.2,2497.7,31,2.8,3327.7
2023-10-04T04:00:00+00:00,1664.6,2496.9,34,2.3,3326.8
2023-10-04T05:00:00+00:00,1665.0,2497.4,36,2.8,3327.2
2023-10-04T06:00:00+00:00,1664.9,2497.2,38,3.0,3326.8
2023-10-04T07:00:00+00:00,1665.3,2497.9,38,2.6,3328.0
2023-10-04T08:00:00+00:00,1665.1,2497.6,38,2.4,3327.8
2023-10-04T09:00:00+00:00,1665.0,2497.5,39,2.2,3327.8
2023-10-04T10:00:00+00:00,1665.6,2498.4,42,2.3,3329.0
2023-10-04T11:00:00+00:00,1665.0,2497.4,44,2.8,3327.2
2023-10-04T12:00:00+00:00,1665.6,2498.2,46,2.8,3328.4
2023-10-04T13:00:00+00:00,1665.4,2497.9,47,3.0,3327.9
2023-10-04T14:00:00+00:00,1665.5,2497.8,47,3.6,3327.3
2023-10-04T15:00:00+00:00,1665.9,2498.1,44,5.2,3326.6
2023-10-04T16:00:00+00:00,1665.2,2497.1,32,5.2,3325.3
2023-10-04T17:00:00+00:00,1667.1,2499.7,24,5.6,3328.5
2023-10-04T18:00:00+00:00,1666.2,2498.7,24,4.5,3327.9
2023-10-04T19:00:00+00:00,1664.7,2496.8,22,3.3,3326.0
2023-10-04T20:00:00+00:00,1655.6,2482.9,21,3.9,3307.3
2023-10-04T21:00:00+00:00,1638.9,2457.8,20,3.7,3274.2
2023-10-04T22:00:00+00:00,1627.2,2440.8,19,1.8,3252.7
2023-10-04T23:00:00+00:00,1622.7,2434.6,18,0.3,3245.2
2023-10-05T00:00:00+00:00,1631.7,2448.0,19,0.0,3263.4
2023-10-05T01:00:00+00:00,1658.4,2488.0,22,0.3,3316.5
2023-10-05T02:00:00+00:00,1663.2,2495.2,26,0.6,3325.8
2023-10-05T03:00:00+00:00,1664.0,2496.2,30,1.5,3326.4
2023-10-05T04:00:00+00:00,1665.2,2497.8,33,2.0,3328.4
2023-10-05T05:00:00+00:00,1664.5,2496.8,36,2.2,3326.8
2023-10-05T06:00:00+00:00,1664.4,2496.6,38,2.5,3326.3
2023-10-05T07:00:00+00:00,1664.6,2496.9,39,2.7,3326.6
2023-10-05T08:00:00+00:00,1664.8,2497.4,39,1.3,3328.3
2023-10-05T09:00:00+00:00,1664.7,2497.3,38,1.4,3328.1
2023-10-05T10:00:00+00:00,1664.4,2496.8,39,1.3,3327.5
2023-10-05T11:00:00+00:00,1664.5,2496.9,43,1.4,3327.5
2023-10-05T12:00:00+00:00,1665.2,2498.1,43,1.1,3329.3
2023-10-05T13:00:00+00:00,1664.5,2497.1,45,1.2,3327.9
2023-10-05T14:00:00+00:00,1665.3,2497.8,46,2.4,3328.1
2023-10-05T15:00:00+00:00,1665.4,2497.5,44,4.5,3326.3
2023-10-05T16:00:00+00:00,1664.2,2495.9,32,3.9,3324.5
2023-10-05T17:00:00+00:00,1663.4,2494.9,23,2.9,3323.9
2023-10-05T18:00:00+00:00,1654.7,2481.8,22,2.6,3306.7
2023-10-05T19:00:00+00:00,1633.8,2450.3,21,2.4,3265.2
2023-10-05T20:00:00+00:00,1621.6,2432.2,20,3.5,3239.7
2023-10-05T21:00:00+00:00,1611.8,2417.2,19,4.0,3219.5
2023-10-05T22:00:00+00:00,1605.1,2407.0,20,4.4,3205.8
2023-10-05T23:00:00+00:00,1599.1,2398.6,18,0.9,3197.4
2023-10-06T00:00:00+00:00,1606.3,2409.7,19,0.5,3212.0
2023-10-06T01:00:00+00:00,1638.7,2458.3,22,0.6,3276.7
2023-10-06T02:00:00+00:00,1664.5,2496.8,27,2.2,3326.8
2023-10-06T03:00:00+00:00,1664.9,2497.1,31,3.6,3326.2
2023-10-06T04:00:00+00:00,1663.4,2495.3,31,1.5,3325.3
2023-10-06T05:00:00+00:00,1664.5,2496.9,35,1.7,3327.2
2023-10-06T06:00:00+00:00,1664.5,2496.8,37,2.2,3326.9
2023-10-06T07:00:00+00:00,1664.1,2496.1,39,2.6,3325.7
2023-10-06T08:00:00+00:00,1664.7,2496.9,42,2.9,3326.5
2023-10-06T09:00:00+00:00,1665.5,2498.0,44,3.3,3327.8
2023-10-06T10:00:00+00:00,1666.1,2498.8,44,3.5,3328.8
2023-10-06T11:00:00+00:00,1665.8,2498.5,43,2.8,3328.7
2023-10-06T12:00:00+00:00,1665.0,2497.4,43,2.5,3327.4
2023-10-06T13:00:00+00:00,1665.8,2498.3,45,3.8,3327.9
2023-10-06T14:00:00+00:00,1666.4,2499.0,45,4.4,3328.4
2023-10-06T15:00:00+00:00,1668.2,2500.4,44,10.1,3326.3
2023-10-06T16:00:00+00:00,1667.2,2499.1,33,9.5,3324.9
2023-10-06T17:00:00+00:00,1664.2,2495.6,24,4.8,3323.6
2023-10-06T18:00:00+00:00,1649.4,2473.4,24,4.3,3294.4
2023-10-06T19:00:00+00:00,1621.6,2431.8,22,4.6,3238.6
2023-10-06T20:00:00+00:00,1606.9,2409.7,20,4.5,3209.4
2023-10-06T21:00:00+00:00,1597.4,2394.6,19,7.0,3187.8
2023-10-06T22:00:00+00:00,1592.1,2386.6,19,8.3,3176.0
2023-10-06T23:00:00+00:00,1587.8,2380.7,18,5.8,3169.9
2023-10-07T00:00:00+00:00,1596.3,2394.0,18,3.1,3189.4
2023-10-07T01:00:00+00:00,1627.6,2441.5,21,1.6,3253.7
2023-10-07T02:00:00+00:00,1667.3,2499.0,26,10.3,3324.2
2023-10-07T03:00:00+00:00,1665.7,2497.9,32,4.8,3326.6
2023-10-07T04:00:00+00:00,1666.2,2498.4,34,5.8,3326.6
2023-10-07T05:00:00+00:00,1666.8,2499.0,36,7.0,3326.5
2023-10-07T06:00:00+00:00,1667.9,2500.5,39,8.0,3327.8
2023-10-07T07:00:00+00:00,1667.3,2499.7,40,7.1,3327.5
2023-10-07T08:00:00+00:00,1667.6,2500.0,42,8.2,3327.1
2023-10-07T09:00:00+00:00,1666.9,2499.1,43,6.9,3326.9
2023-10-07T10:00:00+00:00,1667.6,2500.3,44,6.8,3328.5
2023-10-07T11:00:00+00:00,1667.9,2500.6,43,7.2,3328.7
2023-10-07T12:00:00+00:00,1667.1,2499.4,44,7.1,3327.0
2023-10-07T13:00:00+00:00,1667.5,2500.0,46,7.3,3327.8
2023-10-07T14:00:00+00:00,1667.6,2499.9,47,8.3,3326.9
2023-10-07T15:00:00+00:00,1670.9,2502.9,45,16.5,3325.3
2023-10-07T16:00:00+00:00,1669.8,2501.3,34,16.2,3323.5
2023-10-07T17:00:00+00:00,1655.4,2480.9,24,9.6,3301.2
2023-10-07T18:00:00+00:00,1634.6,2450.4,23,8.0,3261.3
